text,label,sentiment,clean_text,token_count
Nokia posts surprise quarterly profit rise on cost cuts,1,Bullish,Nokia posts surprise quarterly profit rise on cost cuts,9
Norwegian Air's January passenger income jumps,1,Bullish,Norwegian Air's January passenger income jumps,6
NTPC Q3 Results: Profit Meets Estimates As Other Income Rises,1,Bullish,NTPC Q3 Results: Profit Meets Estimates As Other Income Rises,10
NVIDIA Corporation Just Beat EPS By 16%: Here's What Analysts Think Will Happen Next,1,Bullish,NVIDIA Corporation Just Beat EPS By 16%: Here's What Analysts Think Will Happen Next,14
Organigram Posts Positive Adjusted EBITDA For 2019,1,Bullish,Organigram Posts Positive Adjusted EBITDA For 2019,7
"Philip Morris EPS beats by $0.01, beats on revenue",1,Bullish,"Philip Morris EPS beats by $0.01, beats on revenue",9
Philip Morris Forecasts Higher Profit as IQOS Sales Rise,1,Bullish,Philip Morris Forecasts Higher Profit as IQOS Sales Rise,9
Philip Morris Q4 sales $7.713 bln vs. $7.499 bln; FactSet consensus $7.661 bln,1,Bullish,Philip Morris Q4 sales $7.713 bln vs. $7.499 bln; FactSet consensus $7.661 bln,13
Plus500 revenue soars nearly 500% as volatility fuels boom in bets https://t.co/MJgXeryFYK,1,Bullish,Plus500 revenue soars nearly 500% as volatility fuels boom in bets,11
Popeyes Sandwich Demand Fuels Profit Beat at Burger King Owner,1,Bullish,Popeyes Sandwich Demand Fuels Profit Beat at Burger King Owner,10
"Prestige Brands Holdings EPS beats by $0.06, beats on revenue",1,Bullish,"Prestige Brands Holdings EPS beats by $0.06, beats on revenue",10
PriceSmart reports 0.3% gain in comparable sales,1,Bullish,PriceSmart reports 0.3% gain in comparable sales,7
Proto Labs EPS and revenue in-line,1,Bullish,Proto Labs EPS and revenue in-line,6
Q4 sales of Alnylam's Onpattro up 361%,1,Bullish,Q4 sales of Alnylam's Onpattro up 361%,7
"Rapid7 EPS beats by $0.04, beats on revenue",1,Bullish,"Rapid7 EPS beats by $0.04, beats on revenue",8
"Restaurant brands beats, Popeyes sales surge",1,Bullish,"Restaurant brands beats, Popeyes sales surge",6
"Results: Jack Henry & Associates, Inc. Exceeded Expectations And The Consensus Has Updated Its Estimates",1,Bullish,"Results: Jack Henry & Associates, Inc. Exceeded Expectations And The Consensus Has Updated Its Estimates",15
RingCentral (RNG) Q4 Earnings and Revenues Beat Estimates,1,Bullish,RingCentral (RNG) Q4 Earnings and Revenues Beat Estimates,8
"Samsung, the world's largest smartphone maker, predicts it eked out a rise in profit last quarter, as the coronavir… https://t.co/4vnVA3Nd8G",1,Bullish,"Samsung, the world's largest smartphone maker, predicts it eked out a rise in profit last quarter, as the coronavir",19
Sanofi Sees Profit Rising in 2020,1,Bullish,Sanofi Sees Profit Rising in 2020,6
"Seattle Genetics Smashes Wall Street Estimates in Q4, but Its 2020 Guidance Disappoints",1,Bullish,"Seattle Genetics Smashes Wall Street Estimates in Q4, but Its 2020 Guidance Disappoints",13
"Steris EPS beats by $0.03, beats on revenue",1,Bullish,"Steris EPS beats by $0.03, beats on revenue",8
"Tapestry EPS beats by $0.11, beats on revenue",1,Bullish,"Tapestry EPS beats by $0.11, beats on revenue",8
Tapestry Q2 EPS $1.08 vs. 88 cents a year ago,1,Bullish,Tapestry Q2 EPS $1.08 vs. 88 cents a year ago,10
"Target EPS beats by $0.17, beats on revenue",1,Bullish,"Target EPS beats by $0.17, beats on revenue",8
Target Q3 revenue $18.67 bln vs. $17.82 bln a year ago; FactSet consensus $18.45 bln,1,Bullish,Target Q3 revenue $18.67 bln vs. $17.82 bln a year ago; FactSet consensus $18.45 bln,15
"TJX EPS beats by $0.02, beats on revenue",1,Bullish,"TJX EPS beats by $0.02, beats on revenue",8
TJX Q3 EPS 68 cents vs. 61 cents a year ago,1,Bullish,TJX Q3 EPS 68 cents vs. 61 cents a year ago,11
TJX Q3 HomeGoods same-store sales up 1%; FactSet consensus up 1.7%,1,Bullish,TJX Q3 HomeGoods same-store sales up 1%; FactSet consensus up 1.7%,11
TJX Q3 Marmaxx same-store sales up 4%; FactSet consensus up 2.3%,1,Bullish,TJX Q3 Marmaxx same-store sales up 4%; FactSet consensus up 2.3%,11
TJX Q3 sales $10.45 bln vs. $9.83 bln a year ago; FactSet consensus $10.32 bln,1,Bullish,TJX Q3 sales $10.45 bln vs. $9.83 bln a year ago; FactSet consensus $10.32 bln,15
TJX Q3 same-store sales up 4%; FactSet consensus up 2.3%,1,Bullish,TJX Q3 same-store sales up 4%; FactSet consensus up 2.3%,10
TJX Q3 TJX International same-store sales up 6%; FactSet consensus up 4.1%,1,Bullish,TJX Q3 TJX International same-store sales up 6%; FactSet consensus up 4.1%,12
TJX sees Q4 same-store sales up 2%-up 3%; FactSet consensus up 2.7%,1,Bullish,TJX sees Q4 same-store sales up 2%-up 3%; FactSet consensus up 2.7%,12
"Total beats quarterly forecasts despite low oil price, lifts payout",1,Bullish,"Total beats quarterly forecasts despite low oil price, lifts payout",10
"Total beats quarterly forecasts despite low oil price, raises payout",1,Bullish,"Total beats quarterly forecasts despite low oil price, raises payout",10
"Total beats quarterly forecasts, lifts dividends despite low oil price",1,Bullish,"Total beats quarterly forecasts, lifts dividends despite low oil price",10
Total Profit Beats Estimates on Rising Oil and Gas Output,1,Bullish,Total Profit Beats Estimates on Rising Oil and Gas Output,10
Total tops Q4 earnings outlook as production climbs 8%,1,Bullish,Total tops Q4 earnings outlook as production climbs 8%,9
"Toyota lifts annual profit forecast, looking at alternate sources for China-made parts",1,Bullish,"Toyota lifts annual profit forecast, looking at alternate sources for China-made parts",12
"Toyota lifts profit outlook, mulls alternatives to China-made parts amid virus outbreak",1,Bullish,"Toyota lifts profit outlook, mulls alternatives to China-made parts amid virus outbreak",12
"Triumph EPS beats by $0.03, beats on revenue",1,Bullish,"Triumph EPS beats by $0.03, beats on revenue",8
"Twitter Beats Revenue, User Growth Estimates in Fourth Quarter",1,Bullish,"Twitter Beats Revenue, User Growth Estimates in Fourth Quarter",9
"Twitter Beats Revenue, User Growth Estimates; Shares Rally",1,Bullish,"Twitter Beats Revenue, User Growth Estimates; Shares Rally",8
Twitter quarterly revenue tops $1B for first time,1,Bullish,Twitter quarterly revenue tops $1B for first time,8
Twitter reports first quarter of $1 billion in revenue,1,Bullish,Twitter reports first quarter of $1 billion in revenue,9
"Twitter tops expectations with first $1 billion quarterly revenue, but outlook lags",1,Bullish,"Twitter tops expectations with first $1 billion quarterly revenue, but outlook lags",12
Tyson Foods Q1 adj. EPS $1.66 vs. $1.58 a year ago; FactSet consensus $1.63,1,Bullish,Tyson Foods Q1 adj. EPS $1.66 vs. $1.58 a year ago; FactSet consensus $1.63,14
Tyson Foods Q1 EPS $1.52 vs. $1.50 a year ago,1,Bullish,Tyson Foods Q1 EPS $1.52 vs. $1.50 a year ago,10
Tyson Foods Q1 international/other sales rose 220% to $498 mln,1,Bullish,Tyson Foods Q1 international/other sales rose 220% to $498 mln,10
Tyson Foods Q1 pork sales rose 7.3% to $1.38 bln,1,Bullish,Tyson Foods Q1 pork sales rose 7.3% to $1.38 bln,10
Tyson Foods Q1 sales $10.82 bln vs. $10.19 bln a year ago; FactSet consensus $11.06 bln,1,Bullish,Tyson Foods Q1 sales $10.82 bln vs. $10.19 bln a year ago; FactSet consensus $11.06 bln,16
"U.S. Xpress EPS beats by $0.04, beats on revenue",1,Bullish,"U.S. Xpress EPS beats by $0.04, beats on revenue",9
"Umicore reports 2019 profit beat on converters, recycling",1,Bullish,"Umicore reports 2019 profit beat on converters, recycling",8
UniCredit Profit Gains Momentum as Capital Buffers Improve,1,Bullish,UniCredit Profit Gains Momentum as Capital Buffers Improve,8
"Upland Software Acquires Localytics, Raises Guidance",1,Bullish,"Upland Software Acquires Localytics, Raises Guidance",6
Valens GroWorks Guides To Near-Doubling Of Quarterly Revenue,1,Bullish,Valens GroWorks Guides To Near-Doubling Of Quarterly Revenue,8
"Voya Q4 beats, sees 10% normalized EPS growth in 2020, 2021",1,Bullish,"Voya Q4 beats, sees 10% normalized EPS growth in 2020, 2021",11
"Willis Towers Watson EPS beats by $0.04, beats on revenue",1,Bullish,"Willis Towers Watson EPS beats by $0.04, beats on revenue",10
Yum Brands Q4 adj. EPS $1.00 vs. 40 cents a year ago; FactSet consensus 99 cents,1,Bullish,Yum Brands Q4 adj. EPS $1.00 vs. 40 cents a year ago; FactSet consensus 99 cents,16
Yum Brands Q4 EPS $1.58 vs. $1.04 a year ago,1,Bullish,Yum Brands Q4 EPS $1.58 vs. $1.04 a year ago,10
Yum Brands Q4 KFC same-store sales up 3%; FactSet consensus up 2.7%,1,Bullish,Yum Brands Q4 KFC same-store sales up 3%; FactSet consensus up 2.7%,12
Yum Brands Q4 revenue $1.69 bln vs. $1.56 bln; FactSet consensus $1.81 bln,1,Bullish,Yum Brands Q4 revenue $1.69 bln vs. $1.56 bln; FactSet consensus $1.81 bln,13
Yum Brands Q4 same-store sales up 2%; FactSet consensus up 2%,1,Bullish,Yum Brands Q4 same-store sales up 2%; FactSet consensus up 2%,11
Yum Brands Q4 Taco Bell same-store sales up 4%; FactSet consensus up 3.2%,1,Bullish,Yum Brands Q4 Taco Bell same-store sales up 4%; FactSet consensus up 3.2%,13
"$AGX - Argan EPS misses by $0.38, beats on revenue https://t.co/vFxQvksDLl",2,Neutral,"<TICKER> - Argan EPS misses by $0.38, beats on revenue",10
"$CMBM - Cambium Networks EPS beats by $0.04, misses on revenue https://t.co/nRn47j6SGp",2,Neutral,"<TICKER> - Cambium Networks EPS beats by $0.04, misses on revenue",11
"$DVA - DaVita HealthCare Partners EPS beats by $0.26, misses on revenue https://t.co/TipgMhhGpE",2,Neutral,"<TICKER> - DaVita HealthCare Partners EPS beats by $0.26, misses on revenue",12
"$ELVT - Elevate Credit EPS beats by $0.03, misses on revenue https://t.co/rxgMNakdsj",2,Neutral,"<TICKER> - Elevate Credit EPS beats by $0.03, misses on revenue",11
"$ELY - Callaway Golf EPS misses by $0.03, beats on revenue https://t.co/WWcCPLqZK5",2,Neutral,"<TICKER> - Callaway Golf EPS misses by $0.03, beats on revenue",11
"$FRT - Federal Realty Q4 FFO misses, comparable POI rises 2.4% https://t.co/cwcHnUHnyV",2,Neutral,"<TICKER> - Federal Realty Q4 FFO misses, comparable POI rises 2.4%",11
"$MELI - MercadoLibre EPS misses by $0.34, beats on revenue https://t.co/lEwt1lssRh",2,Neutral,"<TICKER> - MercadoLibre EPS misses by $0.34, beats on revenue",10
$MPAA: Motorcar Parts of America reports Q3 EPS of $0.28 vs $0.43 S&P Capital IQ Consensus; revs +1.2% yr/yr to... https://t.co/rlBmMJmWRj,2,Neutral,<TICKER>: Motorcar Parts of America reports Q3 EPS of $0.28 vs $0.43 S&P Capital IQ Consensus; revs +1.2% yr/yr to...,20
$NYMT - New York Mortgage estimates year-end BV at $5.77-$5.79 per share https://t.co/bkTlfIQHNL,2,Neutral,<TICKER> - New York Mortgage estimates year-end BV at $5.77-$5.79 per share,12
"$RPD - Rapid7 reports beats, mixed outlook https://t.co/CPUdRUc8Yo",2,Neutral,"<TICKER> - Rapid7 reports beats, mixed outlook",7
"$RYN: Rayonier beats by $0.02, misses on revs https://t.co/4fblsZ6Qce",2,Neutral,"<TICKER>: Rayonier beats by $0.02, misses on revs",8
$SON - Sonoco issues FY2020 financial guidance https://t.co/lFTtU2ZuUI,2,Neutral,<TICKER> - Sonoco issues FY2020 financial guidance,7
"$XPO - XPO Logistics EPS beats by $0.11, misses on revenue https://t.co/XW7WhvXpJ7",2,Neutral,"<TICKER> - XPO Logistics EPS beats by $0.11, misses on revenue",11
AbbVie Q1 FactSet EPS consensus $2.12; 2020 consensus $9.45,2,Neutral,AbbVie Q1 FactSet EPS consensus $2.12; 2020 consensus $9.45,9
Abiomed Announces Q3 FY 2020 Revenue of $222 Million and 31.7% Operating Margin,2,Neutral,Abiomed Announces Q3 FY 2020 Revenue of $222 Million and 31.7% Operating Margin,13
"Abiomed EPS beats by $0.03, misses on revenue",2,Neutral,"Abiomed EPS beats by $0.03, misses on revenue",8
"Aramark EPS misses by $0.01, beats on revenue",2,Neutral,"Aramark EPS misses by $0.01, beats on revenue",8
"Armada Hoffler Properties FFO beats by $0.01, misses on revenue",2,Neutral,"Armada Hoffler Properties FFO beats by $0.01, misses on revenue",10
"Ball EPS beats by $0.04, misses on revenue",2,Neutral,"Ball EPS beats by $0.04, misses on revenue",8
"BJ’s Wholesale Club EPS beats by $0.01, misses on revenue",2,Neutral,"BJs Wholesale Club EPS beats by $0.01, misses on revenue",10
"BJ's Wholesale beat profit expectations, but misses on sales and lowers guidance",2,Neutral,"BJ's Wholesale beat profit expectations, but misses on sales and lowers guidance",12
Bristol-Myers Squibb 2020 FactSet EPS consensus $6.12; revenue $42.2 bln,2,Neutral,Bristol-Myers Squibb 2020 FactSet EPS consensus $6.12; revenue $42.2 bln,10
Bristol-Myers Squibb now sees 2020 revenue $40.5 bln to $42.5 bln,2,Neutral,Bristol-Myers Squibb now sees 2020 revenue $40.5 bln to $42.5 bln,11
"Bristol-Myers Squibb reports 33% jump in Q4 revenue, Opdivo sales fall 2%",2,Neutral,"Bristol-Myers Squibb reports 33% jump in Q4 revenue, Opdivo sales fall 2%",12
"Cameco EPS beats by $0.13, misses on revenue",2,Neutral,"Cameco EPS beats by $0.13, misses on revenue",8
"Ciena EPS misses by $0.05, beats on revenue",2,Neutral,"Ciena EPS misses by $0.05, beats on revenue",8
Coach parent Tapestry reports earnings beat but coronavirus outbreak weighs on guidance,2,Neutral,Coach parent Tapestry reports earnings beat but coronavirus outbreak weighs on guidance,12
CORRECT: Tapestry Q2 adj. EPS $1.10; FactSet consensus 99 cents,2,Neutral,CORRECT: Tapestry Q2 adj. EPS $1.10; FactSet consensus 99 cents,10
"Eagle Point NII in-line, misses on total investment income",2,Neutral,"Eagle Point NII in-line, misses on total investment income",9
"Eicher Motors Q3 Results: Profit Falls, Realisation Improves",2,Neutral,"Eicher Motors Q3 Results: Profit Falls, Realisation Improves",8
Endologix sees Q4 revenue of ~$35.8M,2,Neutral,Endologix sees Q4 revenue of ~$35.8M,6
"Evoqua Water EPS misses by $0.12, beats on revenue",2,Neutral,"Evoqua Water EPS misses by $0.12, beats on revenue",9
Fire & Flower Reports Q3 Net Income Of $10.2M,2,Neutral,Fire & Flower Reports Q3 Net Income Of $10.2M,9
"First Savings Financial EPS misses by $0.02, beats on revenue",2,Neutral,"First Savings Financial EPS misses by $0.02, beats on revenue",10
"Hain Celestial EPS beats by $0.01, misses on revenue",2,Neutral,"Hain Celestial EPS beats by $0.01, misses on revenue",9
"Hecla Mining EPS misses by $0.03, beats on revenue",2,Neutral,"Hecla Mining EPS misses by $0.03, beats on revenue",9
Hero MotoCorp Q3 Results: Profit Beats Estimates Despite Lower Sales,2,Neutral,Hero MotoCorp Q3 Results: Profit Beats Estimates Despite Lower Sales,10
"Home Depot EPS in-line, misses on revenue",2,Neutral,"Home Depot EPS in-line, misses on revenue",7
"Honda Motor EPS misses by ¥10.43, beats on revenue",2,Neutral,"Honda Motor EPS misses by 10.43, beats on revenue",9
Honeywell reaffirms guidance,2,Neutral,Honeywell reaffirms guidance,3
"Kohl's EPS misses by $0.12, beats on revenue",2,Neutral,"Kohl's EPS misses by $0.12, beats on revenue",8
"LiveXLive Media EPS beats by $0.01, misses on revenue",2,Neutral,"LiveXLive Media EPS beats by $0.01, misses on revenue",9
Macy's now sees full-year adj. EPS $2.57 to $2.77 vs. prior $2.85 to $3.05,2,Neutral,Macy's now sees full-year adj. EPS $2.57 to $2.77 vs. prior $2.85 to $3.05,14
"Madison Square Garden EPS beats by $1.47, misses on revenue",2,Neutral,"Madison Square Garden EPS beats by $1.47, misses on revenue",10
Madison Square Garden Q2 FactSet EPS consensus $2.63; revenue $583 mln,2,Neutral,Madison Square Garden Q2 FactSet EPS consensus $2.63; revenue $583 mln,11
Magic Software Enterprises Ltd. Just Missed EPS By 9.1%: Here's What Analysts Think Will Happen Next,2,Neutral,Magic Software Enterprises Ltd. Just Missed EPS By 9.1%: Here's What Analysts Think Will Happen Next,16
"Medical Properties FFO in-line, misses on revenue",2,Neutral,"Medical Properties FFO in-line, misses on revenue",7
"Meridian Bioscience EPS beats by $0.04, misses on revenue",2,Neutral,"Meridian Bioscience EPS beats by $0.04, misses on revenue",9
"Mobile TeleSystems EPS misses by RUB7.49, beats on revenue",2,Neutral,"Mobile TeleSystems EPS misses by RUB7.49, beats on revenue",9
NeuroMetrix announces one-for-ten reverse split,2,Neutral,NeuroMetrix announces one-for-ten reverse split,5
"New Jersey Resources EPS in-line, misses on revenue",2,Neutral,"New Jersey Resources EPS in-line, misses on revenue",8
New York Mortgage estimates year-end BV at $5.77-$5.79 per share,2,Neutral,New York Mortgage estimates year-end BV at $5.77-$5.79 per share,10
New York Times Q4 adj. EPS 43 cents; FactSet consensus 29 cents,2,Neutral,New York Times Q4 adj. EPS 43 cents; FactSet consensus 29 cents,12
"Nvidia $NVDA said it sees fourth-quarter revenue in the region of $2.95 billion, with a margin for error of 2% https://t.co/kK5Cme1Lm6",2,Neutral,"Nvidia <TICKER> said it sees fourth-quarter revenue in the region of $2.95 billion, with a margin for error of 2%",20
"Patterson-UTI Energy EPS misses by $0.02, beats on revenue",2,Neutral,"Patterson-UTI Energy EPS misses by $0.02, beats on revenue",9
"Penn National Gaming Reports Fourth Quarter Revenues of $1.34 Billion, Net Loss of $92.9 Million, Adjusted EBITDA of $304.0 Million, and Adjusted EBITDAR of $399.4 Million",2,Neutral,"Penn National Gaming Reports Fourth Quarter Revenues of $1.34 Billion, Net Loss of $92.9 Million, Adjusted EBITDA of $304.0 Million, and Adjusted EBITDAR of $399.4 Million",26
Philip Morris now sees full-year add. EPS $5.50; FactSet consensus $5.60,2,Neutral,Philip Morris now sees full-year add. EPS $5.50; FactSet consensus $5.60,11
Philip Morris Q4 adj. EPS $1.22; FactSet consensus $1.21,2,Neutral,Philip Morris Q4 adj. EPS $1.22; FactSet consensus $1.21,9
"Qudian EPS misses by $0.04, beats on revenue",2,Neutral,"Qudian EPS misses by $0.04, beats on revenue",8
"Rada Electronics EPS in-line, misses on revenue",2,Neutral,"Rada Electronics EPS in-line, misses on revenue",7
"RedHill EPS beats by $0.21, misses on revenue",2,Neutral,"RedHill EPS beats by $0.21, misses on revenue",8
"Sanofi EPS beats by €0.06, misses on revenue",2,Neutral,"Sanofi EPS beats by 0.06, misses on revenue",8
"ShiftPixy EPS misses by $0.15, beats on revenue",2,Neutral,"ShiftPixy EPS misses by $0.15, beats on revenue",8
"Snap On EPS in-line, misses on revenue",2,Neutral,"Snap On EPS in-line, misses on revenue",7
SoftBank's Oyo reveals over $330 million annual loss; revenue surges: valuation report,2,Neutral,SoftBank's Oyo reveals over $330 million annual loss; revenue surges: valuation report,12
"Total S.A. EPS beats by $0.16, misses on revenue",2,Neutral,"Total S.A. EPS beats by $0.16, misses on revenue",9
"TransDigm Group EPS beats by $0.34, misses on revenue",2,Neutral,"TransDigm Group EPS beats by $0.34, misses on revenue",9
Trulieve Reports Record Q3 Revenue,2,Neutral,Trulieve Reports Record Q3 Revenue,5
"Twitter EPS misses by $0.02, beats on revenue",2,Neutral,"Twitter EPS misses by $0.02, beats on revenue",8
"Tyson Foods Q1 beef sales fell 8% to $3.84 bln, chicken sales rose 4.5% to $3.29 bln",2,Neutral,"Tyson Foods Q1 beef sales fell 8% to $3.84 bln, chicken sales rose 4.5% to $3.29 bln",17
Vans parent VF Corp. says Asia Pacific region accounted for 12% of total revenue in FY19,2,Neutral,Vans parent VF Corp. says Asia Pacific region accounted for 12% of total revenue in FY19,16
Vans parent VF Corp. says mainland China accounted for 6% of total revenue in FY19,2,Neutral,Vans parent VF Corp. says mainland China accounted for 6% of total revenue in FY19,15
Veidekke ASA Just Missed EPS By 9.3%: Here's What Analysts Think Will Happen Next,2,Neutral,Veidekke ASA Just Missed EPS By 9.3%: Here's What Analysts Think Will Happen Next,14
"World Wrestling Entertainment EPS beats by $0.07, misses on revenue",2,Neutral,"World Wrestling Entertainment EPS beats by $0.07, misses on revenue",10
WWE® Reports 2019 Results and 2020 Business Outlook,2,Neutral,WWE Reports 2019 Results and 2020 Business Outlook,8
"Yum Brands Q4 27% of KFC sales, 17% of Pizza Hut sales from China",2,Neutral,"Yum Brands Q4 27% of KFC sales, 17% of Pizza Hut sales from China",14
"ZTO Express EPS beats by $0.02, misses on revenue",2,Neutral,"ZTO Express EPS beats by $0.02, misses on revenue",9
Australia’s dollar is set for a turbulent 2020 https://t.co/qt0Kntnfbs,0,Bearish,Australias dollar is set for a turbulent 2020,8
British pound slumps against dollar intraday Monday as U.K. Prime Minister Boris Johnson moved to ICU with coronavi… https://t.co/ZxkNNE7JQi,0,Bearish,British pound slumps against dollar intraday Monday as U.K. Prime Minister Boris Johnson moved to ICU with coronavi,18
Canadian dollar slips to 4-month low as virus worries offset housing gains #economy #MarketScreener… https://t.co/4feqIgMwiB,0,Bearish,Canadian dollar slips to 4-month low as virus worries offset housing gains economy MarketScreener,14
Dollar Hits 1-Week Low as Trade Developments Awaited,0,Bearish,Dollar Hits 1-Week Low as Trade Developments Awaited,8
EUR/USD Bearish Impulse And Flag Aims at 1.0940 Target,0,Bearish,EUR/USD Bearish Impulse And Flag Aims at 1.0940 Target,9
EUR/USD Daily Forecast – Euro Falls Into a Range Near Trendline Support,0,Bearish,EUR/USD Daily Forecast Euro Falls Into a Range Near Trendline Support,11
EUR/USD Daily Forecast – Euro Near 4-Month Low Ahead of NFP Report,0,Bearish,EUR/USD Daily Forecast Euro Near 4-Month Low Ahead of NFP Report,11
EUR/USD Daily Forecast – Euro Rally Halted at Major Resistance,0,Bearish,EUR/USD Daily Forecast Euro Rally Halted at Major Resistance,9
EUR/USD Weekly Price Forecast – Euro Slams Into Major Resistance,0,Bearish,EUR/USD Weekly Price Forecast Euro Slams Into Major Resistance,9
EUR/USD: COVID-19 Could Tip Currency Below Parity. https://t.co/OUdgJh04rd #economy #trading #investing,0,Bearish,EUR/USD: COVID-19 Could Tip Currency Below Parity. economy trading investing,10
Euro off 0.1% at $1.0965,0,Bearish,Euro off 0.1% at $1.0965,5
"Euro Slumps to 4-Month Low Amid Weaker Data, Virus Fallout Fears",0,Bearish,"Euro Slumps to 4-Month Low Amid Weaker Data, Virus Fallout Fears",11
EURUSD remains below broken swing area - ForexLive,0,Bearish,EURUSD remains below broken swing area - ForexLive,8
Franc’s Ascent Versus Struggling Euro Shows Few Signs of Fading,0,Bearish,Francs Ascent Versus Struggling Euro Shows Few Signs of Fading,10
Funds Look to Take Down New Zealand Dollar After Runaway Gains,0,Bearish,Funds Look to Take Down New Zealand Dollar After Runaway Gains,11
"FX strategists aren’t expecting a repeat of the loonie’s outperformance in 2020, casting doubt on its run as one of… https://t.co/peQZYOcMhB",0,Bearish,"FX strategists arent expecting a repeat of the loonies outperformance in 2020, casting doubt on its run as one of",20
GBP/JPY Price Forecast – British Pound Fails To Break Out,0,Bearish,GBP/JPY Price Forecast British Pound Fails To Break Out,9
GBP/USD Price Forecast – British Pound Fails To Break Major Barrier,0,Bearish,GBP/USD Price Forecast British Pound Fails To Break Major Barrier,10
ICE Dollar Index off less than 0.1% at 97.774 after data,0,Bearish,ICE Dollar Index off less than 0.1% at 97.774 after data,11
NZD/USD Falls to 3-Month Low Ahead of RBNZ Rate Decision -- Market Talk #currency #MarketScreener… https://t.co/TgxQvugcIx,0,Bearish,NZD/USD Falls to 3-Month Low Ahead of RBNZ Rate Decision -- Market Talk currency MarketScreener,15
Pound falls as Boris Johnson taken to intensive care for COVID-19 https://t.co/5JQIgSSH7P by @OscarWGrut https://t.co/7h0RrKnKHK,0,Bearish,Pound falls as Boris Johnson taken to intensive care for COVID-19 by <MENTION>,13
Pound Remains Lower as Poll Shows U.K. Debate Was Almost a Tie,0,Bearish,Pound Remains Lower as Poll Shows U.K. Debate Was Almost a Tie,12
Russian ruble falls as central bank cuts key rate by 25 basis points to 6%,0,Bearish,Russian ruble falls as central bank cuts key rate by 25 basis points to 6%,15
The euro is approaching record-low levels vs. the Swiss franc,0,Bearish,The euro is approaching record-low levels vs. the Swiss franc,10
Turkish Lira Slides Past 6 Per Dollar to an Eight-Month Low,0,Bearish,Turkish Lira Slides Past 6 Per Dollar to an Eight-Month Low,11
Turkish lira weakens past key 6-per-dollar level,0,Bearish,Turkish lira weakens past key 6-per-dollar level,7
U.S. dollar down 0.1% at 109.88 Japanese yen,0,Bearish,U.S. dollar down 0.1% at 109.88 Japanese yen,8
U.S. Dollar Falls as Trade Deal Uncertainty Spreads,0,Bearish,U.S. Dollar Falls as Trade Deal Uncertainty Spreads,8
UPDATE 1-Brazil's real posts lowest ever close of 4.2061 per dollar,0,Bearish,UPDATE 1-Brazil's real posts lowest ever close of 4.2061 per dollar,11
Hawkish FOMC sends dollar lower.,0,Bearish,Hawkish FOMC sends dollar lower.,5
$SGBX holding overnight.....  its a matter of time here... Chart looks perfect.,1,Bullish,<TICKER> holding overnight..... its a matter of time here... Chart looks perfect.,12
A sterling surge after the UK election could be short-lived as Brexit gets even more complicated https://t.co/Ws30IATCNs,1,Bullish,A sterling surge after the UK election could be short-lived as Brexit gets even more complicated,16
"AUD/USD and NZD/USD Fundamental Daily Forecast – Aussie, Kiwi Rebound Amid Increasing Demand for Higher Yields",1,Bullish,"AUD/USD and NZD/USD Fundamental Daily Forecast Aussie, Kiwi Rebound Amid Increasing Demand for Higher Yields",15
"AUD/USD, NZD/USD, USD/CNY – Greenback Showing Slight Gains",1,Bullish,"AUD/USD, NZD/USD, USD/CNY Greenback Showing Slight Gains",7
AUD/USD: There Could Be Some Upside Once Markets Calm Down. https://t.co/WfSuPlqOxE #business #economy #markets,1,Bullish,AUD/USD: There Could Be Some Upside Once Markets Calm Down. business economy markets,13
Brazilian real spikes after BCB signals rate cut pause,1,Bullish,Brazilian real spikes after BCB signals rate cut pause,9
Dollar rises as U.S.-China relations worsen over Hong Kong and tariffs,1,Bullish,Dollar rises as U.S.-China relations worsen over Hong Kong and tariffs,11
"Emerging-market currencies offer the best buying opportunity in more than two decades, according to Renaissance Cap… https://t.co/azGQNy7Btm",1,Bullish,"Emerging-market currencies offer the best buying opportunity in more than two decades, according to Renaissance Cap",16
EUR/USD Daily Forecast – Euro Bounces From Support Area,1,Bullish,EUR/USD Daily Forecast Euro Bounces From Support Area,8
EUR/USD Price Forecast – Euro Grind Higher,1,Bullish,EUR/USD Price Forecast Euro Grind Higher,6
Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,1,Bullish,Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,12
GBP/USD Full Steam Ahead with 1.30 Resistance Nearby,1,Bullish,GBP/USD Full Steam Ahead with 1.30 Resistance Nearby,8
GBP/USD Price Forecast – British Pound Rallies After Election Results,1,Bullish,GBP/USD Price Forecast British Pound Rallies After Election Results,9
"GBP/USD, EUR/GBP, USD/CAD – Limited Gains for Euro, U.S. Dolllar",1,Bullish,"GBP/USD, EUR/GBP, USD/CAD Limited Gains for Euro, U.S. Dolllar",9
Sterling climbs as Tories extend polling lead https://t.co/5Glx96ilVP,1,Bullish,Sterling climbs as Tories extend polling lead,7
Sterling hits a seven-month high as election nears #economy #MarketScreener https://t.co/QR8H6PW2sb https://t.co/RmN8C0OVBE,1,Bullish,Sterling hits a seven-month high as election nears economy MarketScreener,10
Sterling rallies as Tories unite behind Brexit plan,1,Bullish,Sterling rallies as Tories unite behind Brexit plan,8
Strong Breakout To New Trend High For EUR/JPY Points To Further Upside,1,Bullish,Strong Breakout To New Trend High For EUR/JPY Points To Further Upside,12
